source,title,abstract,authors,published_date,categories,doi,url,paper_id,word_count,journal,pubmed_id,ai_generated
pubmed,"A Survey of the State of the Art in Monocular 3D Human Pose Estimation: Methods, Benchmarks, and Challenges.","Three-dimensional human pose estimation (3D HPE) from monocular RGB cameras is a fundamental yet challenging task in computer vision, forming the basis of a wide range of applications such as action recognition, metaverse, self-driving, and healthcare. Recent advances in deep learning have significantly propelled the field, particularly with the incorporation of state-space models (SSMs) and diffusion models. However, systematic reviews that comprehensively cover these emerging techniques remain limited. This survey contributes to the literature by providing the first comprehensive analysis of recent innovative approaches, featuring diffusion models and SSMs within 3D HPE. It categorizes and analyzes various techniques, highlighting their strengths, limitations, and notable innovations. Additionally, it provides a detailed overview of commonly employed datasets and evaluation metrics. Furthermore, this survey offers an in-depth discussion on key challenges, particularly depth ambiguity and occlusion issues arising from single-view setups, thoroughly reviewing effective solutions proposed in recent studies. Finally, current applications and promising avenues for future research are highlighted to guide and inspire ongoing innovation in the area, with emerging trends such as integrating large language models (LLMs) to provide semantic priors and prompt-based supervision for improved 3D pose estimation.",Guo Yan; Gao Tianhan; Dong Aoshuang; Jiang Xinbei; Zhu Zichen; Wang Fuxin,26/04/2025,,"10.3390/s25082409
10.1007/978-3-030-58580-8_32
10.1007/s11760-024-03491-9
10.1007/978-3-030-01370-7_42
10.1016/j.displa.2022.102225
10.1109/CVPR.2005.177
10.1109/ICCV48922.2021.01145
10.1109/JSTSP.2012.2196975
10.1016/j.patrec.2013.02.006
10.3390/s140304189
10.1016/j.cviu.2018.04.007
10.1145/3603618
10.1016/j.cviu.2019.102897
10.3390/s16121966
10.1109/ACCESS.2020.3010248
10.1016/j.cviu.2021.103225
10.1145/3524497
10.1007/s10462-024-11019-3
10.1109/TPAMI.2013.248
10.1007/s11263-009-0273-6
10.1145/2816795.2818013
10.1109/CVPR.2019.01123
10.1111/cgf.13912
10.1007/978-3-030-58539-6_36
10.1007/978-3-030-58558-7_1
10.1007/978-3-319-16808-1_23
10.1007/978-3-319-49409-8_15
10.1109/3DV.2017.00064
10.1109/ICCV.2017.51
10.1016/j.neucom.2019.09.101
10.1016/j.neucom.2022.11.097
10.1109/CVPR.2017.143
10.1007/978-3-319-46484-8_29
10.1109/CVPR.2017.610
10.1109/ICCV.2017.288
10.1007/978-3-030-58529-7_7
10.1609/aaai.v34i07.6792
10.1109/CVPR.2017.170
10.1109/CVPR.2019.00354
10.1007/978-3-030-58607-2_19
10.1109/ICCV48922.2021.01128
10.1109/ICCV.2019.00235
10.1109/ICCV48922.2021.01311
10.1016/j.patcog.2024.110925
10.1038/323533a0
10.1109/ICCV.2019.00241
10.1109/CVPRW63382.2024.00170
10.1109/CVPR52729.2023.01253
10.1109/ICCV51070.2023.01356
10.1109/WACV57701.2024.00603
10.1609/aaai.v38i2.27847
10.1109/WACV57701.2024.00328
10.1109/CVPR52733.2024.00060
10.1109/ICCV.2019.01023
10.1109/CVPR42600.2020.00689
10.1109/ICCV48922.2021.00311
10.1007/978-3-030-58580-8_15
10.1145/3503161.3547846
10.1109/TPAMI.2022.3170353
10.1109/CVPR42600.2020.00723
10.1007/978-3-030-58555-6_33
10.1007/978-3-031-20065-6_29
10.1109/3DV.2018.00024
10.1109/TMM.2022.3141231
10.1109/CVPR.2019.00794
10.1109/CVPR.2017.588
10.1109/CVPR42600.2020.00511
10.1145/3474085.3475504
10.1016/j.aej.2024.10.099
10.1109/CVPR52688.2022.01288
10.1109/CVPR52688.2022.01280
10.1109/TPAMI.2023.3341806
10.1109/CVPR52688.2022.01979
10.24963/ijcai.2023/65
10.1109/WACV57701.2024.00677
10.1109/TMM.2025.3535349
10.1109/CVPR52733.2024.00113
10.1109/WACV56688.2023.00292
10.1109/CVPR52729.2023.00857
10.1109/CVPR52733.2024.00064
10.1049/cvi2.12339
10.1109/CVPR.2016.511
10.1109/CVPR.2018.00742
10.1109/ICCV.2015.381
10.5244/C.31.14
10.1007/978-3-030-58558-7_11
10.1007/978-3-030-58452-8_23
10.1007/s11263-020-01398-9
10.1109/CVPR.2019.01012
10.1109/ICCV.2019.00236
10.1007/978-3-030-58568-6_30
10.1109/TCSVT.2021.3057267
10.1007/978-3-031-72784-9_3
10.1016/j.patcog.2023.110116
10.1145/3460426.3463605
10.1016/j.engappai.2023.106639
10.1109/CVPR52733.2024.02075
10.1109/CVPR52733.2024.00218
10.1109/CVPR46437.2021.00847
10.1109/ICCV48922.2021.01101
10.1109/ICCVW.2017.100
10.1609/aaai.v34i07.6689
10.1007/978-3-031-20065-6_27
10.1109/TMM.2022.3158068
10.1109/ICCV.2019.00081
10.1109/CVPR42600.2020.00619
10.1109/CVPR52688.2022.01980
10.1609/aaai.v35i2.16202
10.1109/CVPR42600.2020.00098
10.1145/3407659
10.1109/TPAMI.2019.2892452
10.1109/TMC.2021.3050458
10.1109/ACCESS.2024.3399539
10.1109/TAI.2023.3323272
10.1109/ICME46284.2020.9102767
10.1016/j.neucom.2024.128743
10.1109/CVPR42600.2020.00739
10.1145/3379337.3415822
10.1109/WF-IoT54382.2022.10152057
10.1007/978-3-031-20065-6_26
10.1145/3448978
10.1007/978-3-030-59716-0_61
10.1016/j.rcim.2020.102035
10.1109/ICRA.2018.8462833
10.1145/3641289",,"40285099
24594613
27898003
26353306
35471876
38113150
30640601
33103164",188,"Sensors (Basel, Switzerland)","40285099
24594613
27898003
26353306
35471876
38113150
30640601
33103164",0
pubmed,Artificial Intelligence in Atrial Fibrillation: From Early Detection to Precision Therapy.,"Atrial fibrillation (AF) is the most prevalent cardiac arrhythmia, associated with significant morbidity, mortality, and healthcare burden. Despite advances in AF management, challenges persist in early detection, risk stratification, and treatment optimization, necessitating innovative solutions. Artificial intelligence (AI) has emerged as a transformative tool in AF care, leveraging machine learning and deep learning algorithms to enhance diagnostic accuracy, improve risk prediction, and guide therapeutic interventions. AI-powered electrocardiographic screening has demonstrated the ability to detect asymptomatic AF, while wearable photoplethysmography-based technologies have expanded real-time rhythm monitoring beyond clinical settings. AI-driven predictive models integrate electronic health records and multimodal physiological data to refine AF risk stratification, stroke prediction, and anticoagulation decision making. In the realm of treatment, AI is revolutionizing individualized therapy and optimizing anticoagulation management and catheter ablation strategies. Notably, AI-enhanced electroanatomic mapping and real-time procedural guidance hold promise for improving ablation success rates and reducing AF recurrence. Despite these advancements, the clinical integration of AI in AF management remains an evolving field. Future research should focus on large-scale validation, model interpretability, and regulatory frameworks to ensure widespread adoption. This review explores the current and emerging applications of AI in AF, highlighting its potential to enhance precision medicine and patient outcomes.",Karakasis Paschalis; Theofilis Panagiotis; Sagris Marios; Pamporis Konstantinos; Stachteas Panagiotis; Sidiropoulos Georgios; Vlachakis Panayotis K; Patoulias Dimitrios; Antoniadis Antonios P; Fragakis Nikolaos,26/04/2025,,"10.3390/jcm14082627
10.1093/europace/euaf027
10.1161/CIRCRESAHA.120.316340
10.1016/j.lanepe.2023.100786
10.1161/CIRCULATIONAHA.113.007482
10.1093/europace/euae070
10.1093/ehjqcco/qcaa093
10.1038/s41746-020-00376-2
10.2196/37188
10.1001/jamanetworkopen.2022.33946
10.1161/JAHA.123.032100
10.1093/eurjpc/zwaf138
10.1093/eurheartj/ehae694
10.1016/S0140-6736(22)01637-3
10.3390/s23239498
10.31083/j.fbl2703080
10.1161/STROKEAHA.116.016281
10.1038/s41591-025-03517-w
10.1016/j.hrthm.2024.01.007
10.1111/jce.15657
10.1111/jce.16184
10.1016/S0140-6736(19)31721-0
10.1111/jce.15440
10.1161/CIRCEP.120.009355
10.1161/CIRCULATIONAHA.121.057480
10.1186/s12859-021-04000-2
10.1016/j.jstrokecerebrovasdis.2021.105998
10.1016/j.ahj.2021.05.006
10.1161/JAHA.123.033750
10.3390/jcm12206576
10.1007/s10840-021-01068-x
10.1038/s41746-019-0207-9
10.1063/5.0212068
10.1056/NEJMoa1901183
10.1016/j.jacc.2019.08.019
10.1016/j.jacep.2022.09.011
10.1007/s11517-018-1886-0
10.1109/EMBC.2017.8036773
10.1016/j.ahj.2018.09.002
10.3390/bios11040126
10.1038/s41591-022-01979-w
10.1016/j.compbiomed.2022.105451
10.1016/j.chest.2018.09.011
10.1161/JAHA.112.000102
10.1378/chest.09-1584
10.1038/s41746-019-0122-0
10.1001/jamanetworkopen.2019.19396
10.1097/MD.0000000000005597
10.1016/j.amjcard.2010.08.049
10.1016/S0140-6736(09)60443-8
10.1371/journal.pone.0224582
10.1177/2047487320942338
10.3389/fphys.2021.752317
10.1136/bmjopen-2021-052887
10.1136/openhrt-2023-002447
10.3389/fcvm.2023.1185890
10.1136/jnnp-2014-308327
10.1111/j.1747-4949.2011.00596.x
10.1038/s41598-021-99920-7
10.1136/openhrt-2020-001297
10.5603/KP.a2016.0044
10.1002/clc.23147
10.3390/jcm11092636
10.1093/europace/euac136
10.1093/europace/euae012
10.1016/j.cpcardiol.2024.102742
10.3390/jcm13185408
10.1007/s12325-024-02959-x
10.1046/j.1365-2125.2000.00243.x
10.1016/0002-9149(92)90295-A
10.1371/journal.pone.0201059
10.1038/s41598-021-94305-2
10.1186/s12877-023-04049-z
10.1161/JAHA.115.003074
10.3389/fphys.2024.1478347
10.3390/ijms26010209
10.1016/j.hrthm.2024.03.969
10.1093/ehjdh/ztac076.2775
10.1038/s41746-024-01234-1
10.1093/europace/euae102.167
10.1111/jce.16237
10.1161/CIRCEP.123.012679
10.1038/s41598-024-52976-7
10.1161/CIRCEP.120.008518
10.1016/j.ijcard.2020.03.075
10.1166/jmihi.2018.2511
10.1109/CIBCB.2019.8791475
10.1111/jce.13401
10.1161/CIRCEP.112.970749
10.1001/jama.2020.16195
10.1001/jama.2022.8831
10.1001/jama.2022.23722
10.3389/fphys.2021.782176
10.3389/fphys.2021.704122
10.1161/CIRCEP.122.010850
10.1016/j.jacc.2016.10.065",,"40283456
39947238
32716709
38362546
24345400
38591838
33346822
33420381
35904087
36173632
38258658
40053837
39428997
36179758
38067871
35345312
28386037
39953289
38215808
35989543
38197476
31378392
35258136
33185118
34743566
34749631
34303963
34033803
39011944
37892714
34775555
31934647
40085670
31722151
31487545
36858690
30218408
29059821
30392584
33923469
36031651
35429831
30292759
23537808
19762550
31304389
31951272
28072697
21146692
19249635
31675367
34021576
34777014
34728455
37777255
37600060
24970907
21557807
34663874
32565431
27040017
30597581
35566761
36036694
38227804
39002620
39336895
39141282
10971309
1442614
30133452
34285309
37430193
26908412
39720313
39796066
39237703
38439119
39624901
38302547
33021404
32507394
29216412
22787011
33107945
35727277
36625809
34975536
34393823
35867397
28104073",200,Journal of clinical medicine,"40283456
39947238
32716709
38362546
24345400
38591838
33346822
33420381
35904087
36173632
38258658
40053837
39428997
36179758
38067871
35345312
28386037
39953289
38215808
35989543
38197476
31378392
35258136
33185118
34743566
34749631
34303963
34033803
39011944
37892714
34775555
31934647
40085670
31722151
31487545
36858690
30218408
29059821
30392584
33923469
36031651
35429831
30292759
23537808
19762550
31304389
31951272
28072697
21146692
19249635
31675367
34021576
34777014
34728455
37777255
37600060
24970907
21557807
34663874
32565431
27040017
30597581
35566761
36036694
38227804
39002620
39336895
39141282
10971309
1442614
30133452
34285309
37430193
26908412
39720313
39796066
39237703
38439119
39624901
38302547
33021404
32507394
29216412
22787011
33107945
35727277
36625809
34975536
34393823
35867397
28104073",0
pubmed,The Artificial Intelligence-Enhanced Echocardiographic Detection of Congenital Heart Defects in the Fetus: A Mini-Review.,"Artificial intelligence (AI) is rapidly gaining attention in radiology and cardiology for accurately diagnosing structural heart disease. In this review paper, we first outline the technical background of AI and echocardiography and then present an array of clinical applications, including image quality control, cardiac function measurements, defect detection, and classifications. Collectively, we answer how integrating AI technologies and echocardiography can help improve the detection of congenital heart defects. Particularly, the superior sensitivity of AI-based congenital heart defect (CHD) detection in the fetus (>90%) allows it to be potentially translated into the clinical workflow as an effective screening tool in an obstetric setting. However, the current AI technologies still have many limitations, and more technological developments are required to enable these AI technologies to reach their full potential. Also, integrating diagnostic AI technologies into the clinical workflow should resolve ethical concerns. Otherwise, deploying diagnostic AI may not address low-resource populations' healthcare access disadvantages. Instead, it will further exacerbate the access disparities. We envision that, through the combination of tele-echocardiography and AI, low-resource medical facilities may gain access to the effective detection of CHD at the prenatal stage.",Suha Khadiza Tun; Lubenow Hugh; Soria-Zurita Stefania; Haw Marcus; Vettukattil Joseph; Jiang Jingfeng,26/04/2025,,"10.3390/medicina61040561
10.1002/14651858.CD011912.pub2
10.1097/MD.0000000000001759
10.7863/ultra.15.07021
10.1111/chd.12648
10.1002/uog.20358
10.1136/adc.2007.119032
10.1007/s00431-010-1160-4
10.1016/j.echo.2020.04.025
10.1016/j.cell.2020.03.022
10.3233/SHTI210927
10.1186/s12884-022-04594-2
10.3389/fendo.2023.1130139
10.1530/ERP-18-0056
10.3390/jimaging9020050
10.1109/JBHI.2022.3143319
10.1002/pd.6220
10.3233/THC-248040
10.1016/j.imu.2022.101136
10.1038/s41591-021-01342-5
10.1038/s41598-024-71530-z
10.1016/j.hrthm.2024.01.024
10.1109/JBHI.2019.2948316
10.1016/j.engappai.2024.108438
10.1007/s10554-022-02566-3
10.1186/s12938-024-01230-2
10.1007/978-3-319-24574-4_28
10.3390/biom10111526
10.1002/pd.6445
10.1515/jpm-2023-0041
10.1186/s12884-024-06916-y
10.1155/2023/5650378
10.37385/jaets.v5i1.3226
10.3390/diagnostics13030456
10.3389/fcvm.2021.797002
10.1016/j.ijcha.2024.101380
10.1016/j.bspc.2022.104557
10.31083/j.rcm2509335
10.1118/1.4928707
10.1088/1361-6560/aa58c9
10.1177/0161734620902527
10.1016/j.heliyon.2024.e38137
10.1161/CIRCULATIONAHA.121.058696
10.1016/j.media.2022.102697
10.3389/fphys.2023.1209659
10.1177/01617346221114137
10.1155/2018/4940593
10.1111/1471-0528.17287
10.1016/S0002-9378(87)80022-4
10.1161/01.CIR.94.1.67
10.1002/uog.27503
10.1055/s-0039-1677901
10.1001/amajethics.2019.160
10.1097/APO.0000000000000397
10.1001/amajethics.2019.131
10.1038/d41586-019-02872-2
10.1038/s41598-024-56476-6
10.1002/pd.5892
10.1136/bjophthalmol-2018-313173
10.1007/s10278-021-00525-3
10.1088/2057-1976/acb1b3
10.1161/CIR.0000000000000478
10.1007/s00246-022-02993-y
10.1007/s11886-017-0860-z
10.1161/CIR.0000000000001225
10.3390/s23052411",,"40282852
29494750
26496297
26969599
30022603
31131945
17556383
20195633
32536431
32243801
35062160
35546393
37274341
30400053
36826969
35030088
35938586
38759068
33990806
39227373
38266752
31634851
35192082
38566181
33171658
37776084
37161929
39550543
36733613
36766561
35071361
39156918
39355611
26328994
28075330
31997720
39391509
35916132
36462374
38028762
35861418
29755716
36054171
3631166
8964120
37774040
31022751
30794126
34383720
30794122
31554993
38461322
30361278
34686923
36626819
28193604
36050411
28432659
38545775
36904615",186,"Medicina (Kaunas, Lithuania)","40282852
29494750
26496297
26969599
30022603
31131945
17556383
20195633
32536431
32243801
35062160
35546393
37274341
30400053
36826969
35030088
35938586
38759068
33990806
39227373
38266752
31634851
35192082
38566181
33171658
37776084
37161929
39550543
36733613
36766561
35071361
39156918
39355611
26328994
28075330
31997720
39391509
35916132
36462374
38028762
35861418
29755716
36054171
3631166
8964120
37774040
31022751
30794126
34383720
30794122
31554993
38461322
30361278
34686923
36626819
28193604
36050411
28432659
38545775
36904615",0
arxiv,T2I-R1: Reinforcing Image Generation with Collaborative Semantic-level and Token-level CoT,"Recent advancements in large language models have demonstrated how
chain-of-thought (CoT) and reinforcement learning (RL) can improve performance.
However, applying such reasoning strategies to the visual generation domain
remains largely unexplored. In this paper, we present T2I-R1, a novel
reasoning-enhanced text-to-image generation model, powered by RL with a
bi-level CoT reasoning process. Specifically, we identify two levels of CoT
that can be utilized to enhance different stages of generation: (1) the
semantic-level CoT for high-level planning of the prompt and (2) the
token-level CoT for low-level pixel processing during patch-by-patch
generation. To better coordinate these two levels of CoT, we introduce
BiCoT-GRPO with an ensemble of generation rewards, which seamlessly optimizes
both generation CoTs within the same training step. By applying our reasoning
strategies to the baseline model, Janus-Pro, we achieve superior performance
with 13% improvement on T2I-CompBench and 19% improvement on the WISE
benchmark, even surpassing the state-of-the-art model FLUX.1. Code is available
at: https://github.com/CaraJ7/T2I-R1",Dongzhi Jiang; Ziyu Guo; Renrui Zhang; Zhuofan Zong; Hao Li; Le Zhuo; Shilin Yan; Pheng-Ann Heng; Hongsheng Li,01/05/2025,cs.CV; cs.AI; cs.CL; cs.LG,,http://arxiv.org/pdf/2505.00703v1,http://arxiv.org/abs/2505.00703v1,156,,,0
arxiv,RayZer: A Self-supervised Large View Synthesis Model,"We present RayZer, a self-supervised multi-view 3D Vision model trained
without any 3D supervision, i.e., camera poses and scene geometry, while
exhibiting emerging 3D awareness. Concretely, RayZer takes unposed and
uncalibrated images as input, recovers camera parameters, reconstructs a scene
representation, and synthesizes novel views. During training, RayZer relies
solely on its self-predicted camera poses to render target views, eliminating
the need for any ground-truth camera annotations and allowing RayZer to be
trained with 2D image supervision. The emerging 3D awareness of RayZer is
attributed to two key factors. First, we design a self-supervised framework,
which achieves 3D-aware auto-encoding of input images by disentangling camera
and scene representations. Second, we design a transformer-based model in which
the only 3D prior is the ray structure, connecting camera, pixel, and scene
simultaneously. RayZer demonstrates comparable or even superior novel view
synthesis performance than ``oracle'' methods that rely on pose annotations in
both training and testing. Project: https://hwjiang1510.github.io/RayZer/",Hanwen Jiang; Hao Tan; Peng Wang; Haian Jin; Yue Zhao; Sai Bi; Kai Zhang; Fujun Luan; Kalyan Sunkavalli; Qixing Huang; Georgios Pavlakos,01/05/2025,cs.CV,,http://arxiv.org/pdf/2505.00702v1,http://arxiv.org/abs/2505.00702v1,155,,,0
arxiv,Luminosity Function of collapsar Gamma-Ray Bursts:the Progenitor of Long Gamma-Ray Bursts Is Not Singular,"Gamma-ray bursts (GRBs) are powerful probes of the high-redshift universe.
However, the proportion of collapsar GRBs among long GRBs and their event rate
relative to the star formation rate (SFR) remain contentious issues. We assume
that long GRBs with $z\geq 2$ are all collapsar GRBs and construct the
luminosity function using a high-redshift sample from the Swift satellite
spanning 2004 to 2019. We model the luminosity function with a broken power-law
form and consider three scenarios: no evolution, luminosity evolution, and
density evolution. Our results are as follows: 1) The no-evolution model can be
ruled out. 2) The fitting results indicate that to adequately explain the
observations, a significant redshift evolution in either luminosity (evolution
index $\delta = 1.54^{+0.21}_{-0.22}$) or density ($\delta =
2.09^{+0.29}_{-0.26}$) is required. This excludes the possibility that the
evolution of long GRBs with redshift is due to contamination from non-collapsar
GRBs. 3) The luminosity evolution model predicts that the number of collapsar
GRBs with $z<2$ and $P \geq 1 \, \text{ph} \, \text{cm}^{-2} \, \text{s}^{-1}$
is 138.6, accounting for 82.5% of the observed long GRBs with $z<2$ and $P \geq
1 \, \text{ph} \, \text{cm}^{-2} \, \text{s}^{-1}$. The density evolution model
predicts that the number of collapsar GRBs with $z<2$ and $P \geq 1 \,
\text{ph} \, \text{cm}^{-2} \, \text{s}^{-1}$ is 80.2, accounting for 47.7% of
the observation. Regardless of the model, a substantial portion of the long
GRBs are not collapsar GRBs.",Yan-Kun Qu; Zhong-Xiao Man; Shuang-Xi Yi; Yu-Peng Yang,01/05/2025,astro-ph.HE,10.3847/1538-4357/ad88e7,http://arxiv.org/pdf/2505.00700v1,http://arxiv.org/abs/2505.00700v1,237,,,0
arxiv,Robotic Visual Instruction,"Recently, natural language has been the primary medium for human-robot
interaction. However, its inherent lack of spatial precision for robotic
control introduces challenges such as ambiguity and verbosity. To address these
limitations, we introduce the Robotic Visual Instruction (RoVI), a novel
paradigm to guide robotic tasks through an object-centric, hand-drawn symbolic
representation. RoVI effectively encodes spatial-temporal information into
human-interpretable visual instructions through 2D sketches, utilizing arrows,
circles, colors, and numbers to direct 3D robotic manipulation. To enable
robots to understand RoVI better and generate precise actions based on RoVI, we
present Visual Instruction Embodied Workflow (VIEW), a pipeline formulated for
RoVI-conditioned policies. This approach leverages Vision-Language Models
(VLMs) to interpret RoVI inputs, decode spatial and temporal constraints from
2D pixel space via keypoint extraction, and then transform them into executable
3D action sequences. We additionally curate a specialized dataset of 15K
instances to fine-tune small VLMs for edge deployment, enabling them to
effectively learn RoVI capabilities. Our approach is rigorously validated
across 11 novel tasks in both real and simulated environments, demonstrating
significant generalization capability. Notably, VIEW achieves an 87.5% success
rate in real-world scenarios involving unseen tasks that feature multi-step
actions, with disturbances, and trajectory-following requirements. Code and
Datasets in this paper will be released soon.",Yanbang Li; Ziyang Gong; Haoyang Li; Haoyang Li; Xiaoqi Huang; Haolan Kang; Guangping Bai; Xianzheng Ma,01/05/2025,cs.RO; cs.AI; cs.CV,,http://arxiv.org/pdf/2505.00693v1,http://arxiv.org/abs/2505.00693v1,207,,,0
arxiv,Towards Autonomous Micromobility through Scalable Urban Simulation,"Micromobility, which utilizes lightweight mobile machines moving in urban
public spaces, such as delivery robots and mobility scooters, emerges as a
promising alternative to vehicular mobility. Current micromobility depends
mostly on human manual operation (in-person or remote control), which raises
safety and efficiency concerns when navigating busy urban environments full of
unpredictable obstacles and pedestrians. Assisting humans with AI agents in
maneuvering micromobility devices presents a viable solution for enhancing
safety and efficiency. In this work, we present a scalable urban simulation
solution to advance autonomous micromobility. First, we build URBAN-SIM - a
high-performance robot learning platform for large-scale training of embodied
agents in interactive urban scenes. URBAN-SIM contains three critical modules:
Hierarchical Urban Generation pipeline, Interactive Dynamics Generation
strategy, and Asynchronous Scene Sampling scheme, to improve the diversity,
realism, and efficiency of robot learning in simulation. Then, we propose
URBAN-BENCH - a suite of essential tasks and benchmarks to gauge various
capabilities of the AI agents in achieving autonomous micromobility.
URBAN-BENCH includes eight tasks based on three core skills of the agents:
Urban Locomotion, Urban Navigation, and Urban Traverse. We evaluate four robots
with heterogeneous embodiments, such as the wheeled and legged robots, across
these tasks. Experiments on diverse terrains and urban structures reveal each
robot's strengths and limitations.",Wayne Wu; Honglin He; Chaoyuan Zhang; Jack He; Seth Z. Zhao; Ran Gong; Quanyi Li; Bolei Zhou,01/05/2025,cs.CV; cs.AI; cs.RO,,http://arxiv.org/pdf/2505.00690v1,http://arxiv.org/abs/2505.00690v1,210,,,0
arxiv,On the Importance of Gaussianizing Representations,"The normal distribution plays a central role in information theory - it is at
the same time the best-case signal and worst-case noise distribution, has the
greatest representational capacity of any distribution, and offers an
equivalence between uncorrelatedness and independence for joint distributions.
Accounting for the mean and variance of activations throughout the layers of
deep neural networks has had a significant effect on facilitating their
effective training, but seldom has a prescription for precisely what
distribution these activations should take, and how this might be achieved,
been offered. Motivated by the information-theoretic properties of the normal
distribution, we address this question and concurrently present normality
normalization: a novel normalization layer which encourages normality in the
feature representations of neural networks using the power transform and
employs additive Gaussian noise during training. Our experiments
comprehensively demonstrate the effectiveness of normality normalization, in
regards to its generalization performance on an array of widely used model and
dataset combinations, its strong performance across various common factors of
variation such as model width, depth, and training minibatch size, its
suitability for usage wherever existing normalization layers are conventionally
used, and as a means to improving model robustness to random perturbations.",Daniel Eftekhari; Vardan Papyan,01/05/2025,cs.LG,,http://arxiv.org/pdf/2505.00685v1,http://arxiv.org/abs/2505.00685v1,197,,,0
arxiv,Visual Test-time Scaling for GUI Agent Grounding,"We introduce RegionFocus, a visual test-time scaling approach for Vision
Language Model Agents. Understanding webpages is challenging due to the visual
complexity of GUI images and the large number of interface elements, making
accurate action selection difficult. Our approach dynamically zooms in on
relevant regions, reducing background clutter and improving grounding accuracy.
To support this process, we propose an image-as-map mechanism that visualizes
key landmarks at each step, providing a transparent action record and enables
the agent to effectively choose among action candidates. Even with a simple
region selection strategy, we observe significant performance gains of 28+\% on
Screenspot-pro and 24+\% on WebVoyager benchmarks on top of two
state-of-the-art open vision language model agents, UI-TARS and Qwen2.5-VL,
highlighting the effectiveness of visual test-time scaling in interactive
settings. We achieve a new state-of-the-art grounding performance of 61.6\% on
the ScreenSpot-Pro benchmark by applying RegionFocus to a Qwen2.5-VL-72B model.
Our code will be released publicly at https://github.com/tiangeluo/RegionFocus.",Tiange Luo; Lajanugen Logeswaran; Justin Johnson; Honglak Lee,01/05/2025,cs.CV; cs.AI; cs.LG,,http://arxiv.org/pdf/2505.00684v1,http://arxiv.org/abs/2505.00684v1,155,,,0
arxiv,MINERVA: Evaluating Complex Video Reasoning,"Multimodal LLMs are turning their focus to video benchmarks, however most
video benchmarks only provide outcome supervision, with no intermediate or
interpretable reasoning steps. This makes it challenging to assess if models
are truly able to combine perceptual and temporal information to reason about
videos, or simply get the correct answer by chance or by exploiting linguistic
biases. To remedy this, we provide a new video reasoning dataset called MINERVA
for modern multimodal models. Each question in the dataset comes with 5 answer
choices, as well as detailed, hand-crafted reasoning traces. Our dataset is
multimodal, diverse in terms of video domain and length, and consists of
complex multi-step questions. Extensive benchmarking shows that our dataset
provides a challenge for frontier open-source and proprietary models. We
perform fine-grained error analysis to identify common failure modes across
various models, and create a taxonomy of reasoning errors. We use this to
explore both human and LLM-as-a-judge methods for scoring video reasoning
traces, and find that failure modes are primarily related to temporal
localization, followed by visual perception errors, as opposed to logical or
completeness errors. The dataset, along with questions, answer candidates and
reasoning traces will be publicly available under
https://github.com/google-deepmind/neptune?tab=readme-ov-file\#minerva.",Arsha Nagrani; Sachit Menon; Ahmet Iscen; Shyamal Buch; Ramin Mehran; Nilpa Jha; Anja Hauth; Yukun Zhu; Carl Vondrick; Mikhail Sirotenko; Cordelia Schmid; Tobias Weyand,01/05/2025,cs.LG; cs.CV,,http://arxiv.org/pdf/2505.00681v1,http://arxiv.org/abs/2505.00681v1,198,,,0
arxiv,Spectral-timing analysis of the kilohertz quasi-periodic oscillations and constraints on the mass of the neutron star in $4U 1636-536$ using AstroSat observations,"Kilohertz quasi-periodic oscillations (kHz QPOs) are believed to originate
from the orbital timescales of the inner accretion flow, reflecting the
dynamics of the innermost disk regions under strong gravitational forces.
Despite numerous radiative and geometric models proposed so far, a
comprehensive explanation of the observed properties of these variability
components remains elusive. This study systematically examines kHz QPOs, their
variability, and their connection to spectral properties in $4U 1636-536$ using
AstroSat data. Our analysis tracks the source transition from hard to soft
states in the hardness-intensity diagram. Broad spectral analysis (0.7-25 keV)
using SXT and LAXPC data indicates a spectrum shaped by reflection from a
thermal corona, with contributions from boundary layer emission and a soft disk
component. We find significant changes in optical depth, blackbody temperature,
and inner disk temperature that likely drive state transitions. Power density
spectra reveal three variability types: a low frequency QPO (LFQPOs) (~30 Hz),
and two simultaneous kHz QPOs. The LFQPOs and the upper kHz QPOs appear more
prominently in soft spectral states. The presence of LFQPOs and twin kHz QPOs
in soft spectral states enable us to estimate the neutron star mass at (2.37
$\pm$ 0.02) $M_\odot$ using the relativistic precession model (RPM).
Additionally, time-lag and root mean square (rms) analysis provide insights
into the size of the corona and the radiative origin of these variability
components.",Suchismito Chattopadhyay; Soma Mandal; Ranjeev Misra,01/05/2025,astro-ph.HE,,http://arxiv.org/pdf/2505.00676v1,http://arxiv.org/abs/2505.00676v1,224,,,0
